   21.191213	   52.207186
   20.961636	   52.263332
   20.947713	   52.234189
   20.997635	   52.241247
   20.970395	   52.283655
   21.023082	   52.212672
   20.948611	   52.274160
   21.023727	   52.286251
   20.976683	   52.216700
   21.026091	   52.239722
   21.163853	   52.252787
   21.003074	   52.254678
   21.143178	   52.238290
   21.186104	   52.239151
   20.976444	   52.264405
   20.961609	   52.273501
   20.932360	   52.283887
   21.034458	   52.222576
   21.062575	   52.234394
   21.135820	   52.246910
   21.002825	   52.219937
   20.976915	   52.286381
   21.190545	   52.216866
   20.975060	   52.274736
   21.019508	   52.227215
   21.033239	   52.253397
   21.036685	   52.250169
   21.055523	   52.184617
   21.062973	   52.173648
   20.959273	   52.230941
   20.903586	   52.230723
   21.143695	   52.218855
   21.045189	   52.272319
   20.868661	   52.201361
   20.898893	   52.196073
   21.059498	   52.274657
   21.029145	   52.287651
   20.975992	   52.206367
   21.048101	   52.326843
   21.007762	   52.204122
   21.069383	   52.227499
   21.105661	   52.235721
   21.087055	   52.227593
   21.098021	   52.226358
   21.031650	   52.264381
   21.057613	   52.259408
   21.202644	   52.155995
   20.967692	   52.204679
   20.903996	   52.209954
   21.196365	   52.205594
   21.016820	   52.202725
   20.944956	   52.288028
   21.020177	   52.218941
   21.081394	   52.228851
   20.943250	   52.291495
   21.059261	   52.184391
   21.092506	   52.156765
   21.226495	   52.250627
   20.973828	   52.311658
   20.944825	   52.330523
   21.017981	   52.215683
   20.989786	   52.251652
   21.011964	   52.236435
   21.009951	   52.192877
   20.989388	   52.236143
   20.977193	   52.228368
   20.947921	   52.242131
   20.984013	   52.247299
   21.019228	   52.184504
   20.995382	   52.263783
   21.001284	   52.170694
   21.052383	   52.256102
   20.941098	   52.276259
   20.901242	   52.223458
   21.029781	   52.162928
   21.049262	   52.140354
   21.032767	   52.161185
   21.057927	   52.237617
   20.927991	   52.251881
   21.053255	   52.149378
   21.177385	   52.259141
   20.971602	   52.207763
   21.108271	   52.247121
   21.062711	   52.140539
   21.023774	   52.228665
   21.169147	   52.216612
   21.193427	   52.185862
   20.937894	   52.294306
   21.066083	   52.232878
   21.052340	   52.230854
   20.967644	   52.213663
   21.056266	   52.247890
   21.000540	   52.235038
   21.062288	   52.191006
   21.028676	   52.174277
   20.910016	   52.200883
   20.940511	   52.177253
   20.937449	   52.241594
   21.225646	   52.186761
   21.132394	   52.259432
   21.203067	   52.170735
   21.030296	   52.200656
   21.047949	   52.255846
   21.031035	   52.250526
   21.006735	   52.254355
   20.976782	   52.274075
   21.072111	   52.248223
   21.032760	   52.198622
   21.068704	   52.173789
   20.935918	   52.235455
   20.929365	   52.271797
   21.077294	   52.246377
   21.019700	   52.217295
   20.991160	   52.267880
   21.169211	   52.217904
   20.902583	   52.261059
   20.998806	   52.191182
   20.951873	   52.286365
   20.947542	   52.243152
   20.967290	   52.234446
   20.997635	   52.241247
   21.022047	   52.193931
   20.967005	   52.211536
   21.048971	   52.177498
   20.953353	   52.313717
   21.014987	   52.200089
   20.939535	   52.244686
   21.240761	   52.217504
   20.888200	   52.187343
   20.861509	   52.193851
   21.046227	   52.294620
   21.023249	   52.232940
   20.960571	   52.240319
   20.983136	   52.268379
   21.020954	   52.129864
   21.016820	   52.202725
   20.975863	   52.219125
   20.910471	   52.236075
   21.003095	   52.176597
   21.097234	   52.244531
   21.000094	   52.172220
   21.042033	   52.157251
   21.013863	   52.232647
   20.980024	   52.313875
   21.033424	   52.158720
   20.969455	   52.235998
   21.108271	   52.247121
   21.057086	   52.256645
   21.062068	   52.285963
   20.969224	   52.330729
   20.974159	   52.182823
   21.080289	   52.172291
   21.055801	   52.151323
   21.047359	   52.200271
   21.192153	   52.181763
   21.041089	   52.150895
   20.981446	   52.201208
   21.173886	   52.207114
   21.047198	   52.210444
   21.021861	   52.233838
   20.997474	   52.193142
   21.014044	   52.219818
   21.205136	   52.174131
   20.955602	   52.265829
   20.958997	   52.296541
   21.048258	   52.137582
   21.111779	   52.235272
   21.018141	   52.223825
   21.045908	   52.201090
   20.930770	   52.257614
   20.975348	   52.354291
   21.066972	   52.246556
   20.889043	   52.198255
   21.073127	   52.132834
   20.959871	   52.243299
   20.989336	   52.221021
   20.917504	   52.312932
   21.037503	   52.253772
   21.216303	   52.217606
   21.075463	   52.177262
   21.041286	   52.208083
   21.017508	   52.184738
   21.060846	   52.133163
   21.153538	   52.237195
   21.035333	   52.262625
   20.970526	   52.236024
   21.016763	   52.295393
   20.951050	   52.261995
   20.895968	   52.256548
   20.913370	   52.234333
   20.916597	   52.276570
   20.962058	   52.279765
   20.938022	   52.296373
   21.054937	   52.189574
   21.004632	   52.193938
   21.045908	   52.201090
   20.997072	   52.242578
   20.995506	   52.241703
   20.999724	   52.249585
   20.989888	   52.250766
   21.061079	   52.269197
   21.020279	   52.294094
   20.896567	   52.190641
   21.027420	   52.159312
   21.045213	   52.152052
   21.065031	   52.137390
   21.059967	   52.131502
   21.202113	   52.158444
   21.162100	   52.209970
