   21.166947	   52.161592
   21.216935	   52.250942
   20.965776	   52.191314
   20.953054	   52.189010
   20.994014	   52.239738
   20.976421	   52.265992
   21.153145	   52.176915
   21.094028	   52.246572
   20.976703	   52.236303
   21.046208	   52.217978
   21.057395	   52.228872
   21.030216	   52.296492
   21.039199	   52.201934
   21.170340	   52.265865
   20.959012	   52.227242
   21.082462	   52.208203
   21.015132	   52.231279
   20.970000	   52.227338
   21.176537	   52.188009
   21.039947	   52.209504
   20.994257	   52.191027
   21.006023	   52.224526
   21.037041	   52.224774
   21.011305	   52.220733
   20.939088	   52.276043
   20.954517	   52.281431
